"url","type"
"veromi.com/Bonnie-Eastman.aspx","benign"
"torrentreactor.net/search.php?search=2&words=crna-berza-com&lang=","benign"
"sourcewatch.org/index.php?title=Sharon_Percy_Rockefeller","benign"
"warriorsigningday.blogspot.com/","benign"
"worthpoint.com/worthopedia/nathan-oliveira","benign"
"bixi.net/","benign"
"http://maybank2u.com.my/mbb_info/m2u/public/promoChannel.do?cntTypeId=1&channelId=PRO-Promotions&programId=PRO01-Accounts&chCatId=/mbb/Personal/PRO-Promotions","benign"
"dailymotion.com/video/xgn394_mado-in-hungary-part-6_webcam","benign"
"littlelaptopshop.com/","benign"
"mlive.com/business/","benign"
"corporationwiki.com/Florida/Miami/lopefra-corp-2301403.aspx","benign"
"rooftopfilms.com/2011/schedule/","benign"
"litigation-essentials.lexisnexis.com/webcd/app?action=DocumentDisplay&crawlid=1&doctype=cite&docid=39+S.D.+L.+REV.+469&srctype=smi&srcid=3B15&key=8b062fd1fa9e05e461c2b8a4dcc3e796","benign"
"mmatko.com/james-thompson-vs-steve-bosse-fight-strikebox-and-comments-video/","benign"
"upperplayground.com/tag/shooty-babbitt","benign"
"gantdaily.com/2011/05/15/phillys-fine-fill-in-despite-recent-slump-john-mayberry-jr-still-blossoming/","benign"
"notstarring.com/actor-trivia/thiess-ursula","benign"
"scribd.com/doc/59805705/Skinner-Letter-to-Portantino","benign"
"spacingmontreal.ca/2010/12/27/down-in-the-dumps-of-pointe-saint-charles-history/","benign"
"celebritytweet.com/mariahcarey/","benign"
"rottentomatoes.com/celebrity/ted_lange/","benign"
"http://mic.com/articles/89365/columbia-students-are-taking-a-radical-step-to-combat-rape","benign"
"wiki.dbpedia.org/Datasets","benign"
"youtube.com/watch?v=zItj3x_FcA8","benign"
"uk.ask.com/wiki/Leslie_Charleson","benign"
"corporationwiki.com/Florida/Miami/kelly-tractor-co-4719336.aspx","benign"
"goal.blogs.nytimes.com/2011/10/28/decision-time-for-d-c-united-and-de-rosario/","benign"
"ajsmidi.com/tilden/tilden_4.html","benign"
"artistfacts.com/detail.php?id=386","benign"
"soundcloud.com/djlourenco/days-of-the-musician","benign"
"genforum.genealogy.com/emmerson/","benign"
"twitter.com/iamgilly","benign"
"http://variety.com/2015/tv/features/x-men-spinoff-fault-in-our-stars-director-1201495091/","benign"
"kstatesports.com/sports/m-footbl/sched/ksu-m-footbl-sched.html","benign"
"facebook.com/people/Gordon-Korman/542156028","benign"
"twitter.com/Lisa_M_Klein","benign"
"wokai.typepad.com/","benign"
"wikinfo.org/index.php/Air_Canada","benign"
"timdir.com/index.php?cat_id=2713","benign"
"freepages.genealogy.rootsweb.ancestry.com/~picard/Destroismaisons_2_3_Generations_Outline.html","benign"
"enotes.com/topic/Rangers_F.C","benign"
"ukmysteryshopperjobs.com/home.php","benign"
"flixster.com/actor/leland-l-jones","benign"
"en.wikipedia.org/wiki/Howie_Morenz_Memorial_Game","benign"
"mademan.com/chickipedia/betty-grable/","benign"
"interceder.net/topic/Kaizer-Chiefs","benign"
"docstoc.com/docs/62494868/Winslow-Information","benign"
"amazon.com/Man-Who-Cried-Salvatore-Licitra/dp/B00005J9XR","benign"
"http://mylust.com/videos/174352/just-a-blonde-busty-girlfriend-wants-to-show-off-her-skills/","benign"
"thetexashillcountry.blogspot.com/","benign"
"discogs.com/artist/Impellitteri","benign"
"goliath.ecnext.com/coms2/product-compint-0000566623-page.html","benign"
"discoverourtown.com/MO/Kansas-City/Attractions/elmwood-historic-cemetery/88075.html","benign"
"fanpix.net/gallery/joanne-kelly-pictures.htm","benign"
"guardian.co.uk/culture/2009/sep/30/british-actors-invade-american-television","benign"
"generasia.com/wiki/Ohno_Satoshi?title=Ohno_Satoshi","benign"
"fandango.com/danielkash/filmography/p36994","benign"
"capsbicycleshop.com/","benign"
"city-data.com/school/pembroke-hill-school-nh.html","benign"
"http://searchengineland.com/flickr-testing-improved-search-experience-photos-218517","benign"
"amazon.com/Damn-Fool-Big-Scoob/dp/B004SC8XUK","benign"
"reunion.com/clarencerousseau/","benign"
"temescalcreekmedicine.com/Bios.aspx","benign"
"helloneighbour.com/save/xtreme-fitness-center-fitness-centres-west-island","benign"
"chiff.com/travel/guides/S-America.htm","benign"
"panthers.com/team/coaches/ron-rivera/848931a2-11cf-4e45-84db-f5745b09e275","benign"
"newswire.ca/en/story/246959/lufthansa-flight-training-purchases-five-flight-training-devices-from-mechtronix","benign"
"nairobicbd.kbay.co.ke/","benign"
"open-site.org/Science/Aerospace/Space_Flight/Astronauts/C/Chamitoff%2C_Gregory","benign"
"spoke.com/info/p7JP1Kr/MichaelPrupas","benign"
"mindstrokes.com/applications.htm","benign"
"linkedin.com/pub/bob-libman/a/14b/2a5","benign"
"3phasepower.org/3phasedistribution.htm","benign"
"thegodmovie.com/","benign"
"easysinginglessons.com/","benign"
"myspace.com/philcollins/music/songs/testify-29082394","benign"
"belgiantop50.be/taxonomy/term/43?page=154","benign"
"businesslook.co.uk/companies/seating/west-midlands/","benign"
"http://torcache.net/torrent/56C3BD7EEFF8952D82C14251DE621F334E7E3D45.torrent?title=[kickass.to]counter.strike.source.v2230303.full.autoupdate.multilanguage","benign"
"infozine.com/news/stories/op/storiesView/sid/10872/","benign"
"travelpod.com/travel-blog-city/France/Opio/tpod.html","benign"
"informatik.uni-trier.de/~ley/db/indices/a-tree/w/Wu:Jianping.html","benign"
"btscene.eu/details/1906319/A+Static+Lullaby+Faso+Latido.html","benign"
"youtube.com/watch?v=z1gSHMJJBx0","benign"
"freepages.genealogy.rootsweb.ancestry.com/~sauve/SpouseIndex.htm","benign"
"whb.co.uk/","benign"
"quotationspage.com/quotes/Saul_Bellow/","benign"
"youtube.com/watch?v=OlMKXHydx88","benign"
"en-gb.facebook.com/phesto79","benign"
"hr.limamemorial.org/","benign"
"dictionary.sensagent.com/MORA/en-en/","benign"
"facebook.com/pages/CBMF-FM/106596822709907","benign"
"agralphakappa.com/","benign"
"prgcommunications.com/experience/transportation/","benign"
"youtube.com/watch?v=ldG3599MqG4","benign"
"bccmedhat.com/","benign"
"nba.com/historical/playerfile/bio.html?player=eric_fernsten","benign"
"forums.chargers.com/archive/index.php/t-33318.html","benign"
"apps.facebook.com/ilike/artist/AIDS+Wolf","benign"
"youtube.com/watch?v=OO0456MVxuY","benign"
"census-info.us/show/PISTILLI/","benign"
"en-gb.facebook.com/roaneskin","benign"
"http://indianexpress.com/article/india/india-others/this-one-was-big-but-the-big-one-is-yet-to-come-say-experts/","benign"
"imdb.com/name/nm0621469/","benign"
"blog.worldvitalrecords.com/2007/07/page/2/","benign"
"canada-grand-prix.com/941-canada/","benign"
"http://ap.org/Content/Press-Release/2012/AP-Charles-Dharapak-named-WHNPA-Photographer-of-the-Year","benign"
"fyeahryanross.tumblr.com/","benign"
"en.wikipedia.org/wiki/Gabrielle_Bertrand","benign"
"groups.yahoo.com/group/hispanicgenealogy/messages/540","benign"
"allmusic.com/artist/dru-down-p45143","benign"
"goodcraft.net/product.asp","benign"
"britannica.com/EBchecked/topic/646020/Witbank","benign"
"http://mic.com/articles/117566/the-how-to-spot-afeminist-twitter-trend-shows-how-little-conservatives-understand-feminism","benign"
"mylife.com/sylvainblouin","benign"
"humane-society-idaho.com/illegal_invasion_of_private_property.html","benign"
"reverseshot.com/legacy/links.html","benign"
"https://medium.com/@djpizzo/such-an-amazing-film-the-shots-of-kurt-as-an-innocent-little-kid-are-completely-heartbreaking-in-d6d5fbda23e8?source=latest","benign"
"wn.com/AS_Montferrand","benign"
"facebook.com/pages/the-Plasmarifle/6730724417?v=info","benign"
"reunion.com/paulrouleau/","benign"
"people.famouswhy.com/steve_alford/","benign"
"http://mashable.com/category/small-business/2015/03/25/equity-crowdfunding-sec-vote","benign"
"gaming.ugmmarketing.com/","benign"
"myspace.com/missionelite","benign"
"friendseat.com/restaurants/Chicago/Lou-Mitchells","benign"
"nakido.com/027F7594BEA9630EBEBFCD614517F85062C6F741","benign"
"sportsillustrated.cnn.com/football/ncaa/teams/missouri-tigers/","benign"
"firefly-path.net/?p=1812","benign"
"shopuniversitymall.com/about/woodbury.htm","benign"
"zoominfo.com/people/Dauphin_Claude_1101070491.aspx","benign"
"http://tobogo.net/cdsb/board.php?board=humor&bm=view&no=1910&category=&auth=&page=1&search=&keyword=&recom=","benign"
"artfact.com/artist/brewster-john-jr-5u6g2s9nte","benign"
"villeneuves.com/archives/connections/mathurin3.html","benign"
"kerneltrap.org/Linux/Volatile_Superstition","benign"
"biomedexperts.com/Profile.bme/1699463/Philippe_FORT","benign"
"icehockey.wikia.com/wiki/Gump_Worsley","benign"
"schooldigger.com/go/PA/district/00048/search.aspx","benign"
"thewartburgwatch.com/category/creationism/old-earth-creationism/hugh-ross/","benign"
"music.msn.com/music/artist-biography/the-peechees/","benign"
"epodunk.com/cgi-bin/genInfo.php?locIndex=22728","benign"
"findcontractor.org/welding-state/IN-welding.htm","benign"
"oaklandraiders.stores.yahoo.net/","benign"
"myspace.com/shawnwilliam","benign"
"tevoconsultingblog.com/Johnstown-andrew-jos/","benign"
"wist.info/campbell-thomas/13808/","benign"
"movieberry.com/mtv_video_music_awards/","benign"
"commons.wikimedia.org/wiki/Category:Soldier%27s_Medal_(United_States)","benign"
"unicornsndragons.com/","benign"
"thepeoplehistory.com/1940s.html","benign"
"baseball-almanac.com/players/player.php?p=montejo01","benign"
"hickamairmansattic.com/eminem-reggie-bush-weight-lifting-routine/","benign"
"theafghanschool.org/","benign"
"berlinpainting.com/","benign"
"interment.net/data/us/nd/grandforks/calvary/calvary_c.htm","benign"
"92ndma.org/325thBSHistory.html","benign"
"youtube.com/watch?v=ZdUTmLhXErg","benign"
"http://nguyentandung.org/cnn-chi-co-viet-nam-hanh-xu-dung-muc-va-hoa-binh-tren-bien-dong.html","benign"
"collectionscanada.gc.ca/caninfo/ep097.htm","benign"
"myspace.com/sleddogs","benign"
"datavillage.com/facts/Silver.html","benign"
"aboutus.org/JasmineRose.net","benign"
"thehappinessprojectlondon.wordpress.com/2010/11/29/a-guide-to-argentine-food-and-attempting-to-recreate-it-london-style/","benign"
"amazon.com/Limits-Control-Various-Artists/dp/B0021BSOTU","benign"
"192.com/atoz/business/dunoon-pa23/libraries/argyll-bute-library-headquarters/713fe8219666d2446f6d62c97f0a431aaadd241e/ml/","benign"
"roboticempirenews.blogspot.com/2011/01/new-releaseshirt-from-isis-repress-from.html","benign"
"mixed-magazine.com/modelsearch/taylor-matheny/","benign"
"http://xossip.com/forumdisplay.php?s=1a0185aef96dc82d1f523a00d7134802&f=29&sort=voteavg","benign"
"manta.com/c/mm3c68c/william-weintraub-attorney","benign"
"jamsara.com/product_info.php?cPath=2_22&products_id=295","benign"
"facebook.com/himaen","benign"
"kaiserpermanentedoctors.com/","benign"
"census-online.us/view/LAROCQUE/","benign"
"http://ap.org/Content/Press-Release/2013/AP-unveils-extensive-upgrade-of-ENPS-broadcast-software","benign"
"artscenecal.com/Announcements/1207/SJHelfen1207.html","benign"
"youtube.com/watch?v=QmAYOR5ODiA","benign"
"edro.wordpress.com/collapsing-cities/","benign"
"skatesonthebay.com/","benign"
"youtube.com/watch?v=jYiWNLv-Bgg","benign"
"lonelyplanet.com/mali/bamako","benign"
"en.wikipedia.org/wiki/John_Coughlin_(figure_skater)","benign"
"them.com.au/","benign"
"godzilla.wikia.com/wiki/Godzilla_(1954_film)","benign"
"amazon.com/s?ie=UTF8&keywords=iceberg%20slim%20book&rh=i%3Aaps%2Ck%3Aiceberg%20slim%20book&page=1","benign"
"lethbridgeags.theboss.net/l2.htm","benign"
"recollectionbooks.com/siml/library/DonneSovversive.htm","benign"
"infowars.com/british-royalty-dined-on-human-flesh/","benign"
"combanktrust.com/?id=68","benign"
"975kgkl.com/","benign"
"mamamia07.xomba.com/colts_2010_schedule_indianapolis_colts_printable_201011_nfl_schedule","benign"
"evri.com/person/etienne-boulay-0xb0dea","benign"
"classicstoday.com/digest/pdigest.asp?perfidx=2316","benign"
"a2z-singing-tips.com/","benign"
"arcadja.com/auctions/en/koek_koek_stephen/artist/372012/","benign"
"facebook.com/pages/WMBS/112421282106994","benign"
"listenonline24.com/listen/Wild_Country_965","benign"
"groups.google.com/group/alt.conspiracy.jfk/browse_thread/thread/885ffad05b486021","benign"
"examiner.com/family-entertainment-in-kansas-city/maria-roth","benign"
"bleacherreport.com/articles/287595-maurice-mad-dog-vachon-at-the-hall-of-fame","benign"
"tripadvisor.com/Hotel_Review-g616096-d2049310-Reviews-Chambre_d_hotes_l_Argonne-Cheverny_Loire_Valley_Centre.html","benign"
"ancensored.com/celebrities/joanne-vannicola","benign"
"amazon.com/s?ie=UTF8&keywords=Billie%20Joe%20Armstrong&rh=n%3A283155%2Ck%3ABillie%20Joe%20Armstrong&page=1","benign"
"ebay.com/sch/i.html?_nkw=Steve+Hosey","benign"
"alsgaypornstars.com/tlattimore.html","benign"
"findagrave.com/php/famous.php?page=gSearch&page=gSearch&globalSearchCriteria=ethel+bradley","benign"
"the-borgias.c0sm.org/index.php?cast=francoisarnaud","benign"
"billbrandt.com/","benign"
"en.wikipedia.org/wiki/Raymond_Eudes","benign"
"absoluteastronomy.com/topics/2005_National_League_Division_Series","benign"
"http://qz.com/391797/china-is-building-a-great-wall-of-trees-to-fight-climate-change-and-the-encroaching-gobi-desert/","benign"
"wikitravel.org/en/Universal_City","benign"
"geology.com/state-map/washington.shtml","benign"
"myspace.com/randalmortonbanjo","benign"
"rapidog.com/nikki-yanofsky-i-believe-rapidshare.html","benign"
"stats.wikimedia.org/WA/TablesWikipediaSL.htm","benign"
"http://distractify.com/post/related/id/5550e8214a0c4be24b84eae4/skip/30/limit/10/back/0","benign"
"wordiq.com/definition/Football_Association_of_Wales","benign"
"shared.web.emory.edu/whsc/news/releases/2011/07/childrens-healthcare-of-atlanta-and-emory-receive-4m-gift--from-the-zeist-foundation.html","benign"
"ilike.com/artist/Sampaguita","benign"
"metacafe.com/watch/4198520/joe_goulds_secret_movie_trailer/","benign"
"linkedin.com/pub/steve-alford/5/8b1/613","benign"
"jfkairportguide.com/arrivals-departures.html","benign"
"cduniverse.com/productinfo.asp?pid=7613770","benign"
"http://thenextweb.com/google/2014/10/01/google-announces-10-price-cut-compute-engine-instances-google-drive-passed-240m-active-users/gtm.js","benign"
"amazon.com/Bicycling-Blue-Ridge-Skyline-Parkway/dp/0897325613","benign"
"http://mic.com/articles/115884/stoners-rejoice-mc-donald-s-is-making-your-all-day-breakfast-dreams-come-true","benign"
"videosurf.com/video/xxx-porn-xxx-'starwars-pussy'-81105559","benign"
"youtube.com/watch?v=08UnhDQ4mEs","benign"
"examiner.com/comic-book-movies-in-national/robert-downey-jr-jon-favreau-open-up-about-iron-man-3","benign"
"videolala.com/actors/Ernest_Truex","benign"
"mahalo.com/riley-keough/","benign"
"truefire.com/forum/archive/index.php/t-4257.html","benign"
"spokeo.com/Geoffrey+Mann","benign"
"nl.linkedin.com/pub/mariette-van-stralen/20/831/419","benign"
"prohockeyfr.com/Junior/Memorial_Cup.htm","benign"
"stanford.edu/group/auden/cgi-bin/auden/individual.php?pid=I11550&ged=auden-bicknell.ged","benign"
"local.yahoo.com/info-11206060-mosholu-montefiore-community-center-bronx","benign"
"prnewswire.com/news-releases/rbc-capital-markets-names-european-ceo-and-coo-127719283.html","benign"
"last.fm/music/Trans-X","benign"
"havenmaine.wikia.com/wiki/Audrey_Parker","benign"
"mapquest.com/maps?address=501+Conant+St&city=Maumee&state=OH&zipcode=43537","benign"
"charm.net/~edrtjd/kids/alcott.htm","benign"
"jwaad.com/fantasia.htm","benign"
"veromi.com/Steve-Busby.aspx","benign"
"bishopclark.org/index.php?link=bishop","benign"
"facebook.com/people/Caroline-Ouellette/508085920","benign"
"aljazeera.com/sport/football/2011/09/201193016111947823.html","benign"
"heartofamericahs.org/success/success.php","benign"
"linkedin.com/pub/ronald-palmer/b/24a/a60","benign"
"iplocationscript.com/","benign"
"pipl.com/directory/people/Kentucky/Fried%2520Theatre","benign"
"techmaxi.com/full-meaning-of-rms-6117/","benign"
"en.wikipedia.org/wiki/1953_NCAA_Men%27s_Division_I_Basketball_Tournament","benign"
"legacy.com/obituaries/timesdispatch/obituary.aspx?n=oliver-petrini&pid=141673347","benign"
"http://motthegioi.vn/thu-choi/se-co-10-chiec-du-thuyen-5-sao-tren-vinh-nha-trang-trong-2015-185162.html","benign"
"pipl.com/directory/name/Sarbib","benign"
"amazon.com/Neuroscience-Mathematical-Primer-Alwyn-Scott/dp/0387954023","benign"
"usa-people-search.com/Find-Scott-Archibald.aspx","benign"
"actramontreal.ca/","benign"
"pbs.org/wnet/religionandethics/episodes/june-12-2009/american-jews-and-israel/3248/","benign"
"articles.nydailynews.com/2011-06-03/gossip/29631800_1_olivia-wilde-tao-ruspoli-bradley-cooper","benign"
"rentals.com/Ohio/Columbus/","benign"
"mediafire.com/?jtvir87n69ud3dx","benign"
"monroetrojanhockey.com/ccm-ice/","benign"
"ca.linkedin.com/pub/catherine-dorion/13/955/10","benign"
"nndb.com/people/422/000079185/","benign"
"smartlanka.net/ACT/","benign"
"marketwire.com/press-release/Logibec-Groupe-Informatique-Ltd-Growth-Recurring-Revenue-Canada-United-States-TSX-LGI-1258598.htm","benign"
"gptours.com/German-Grand-Prix","benign"
"en.goldenmap.com/University_of_Pretoria","benign"
"bitsnoop.com/cbft-e4-repertoire-sam-collins-q7135783.html","benign"
"lnmlicensing.com/","benign"
"maggiesartwork.webspace.virginmedia.com/","benign"
"ca.local.yahoo.com/results?stx=hydro%20quebec&csz=Montr%C3%A9al%2C%20QC","benign"
"bridgetmcdonnellgallery.com.au/dargie-william/","benign"
"allposters.com/-st/Connie-Begg-Posters_c36773_.htm","benign"
"michiganvotes.org/Legislator.aspx?ID=27278","benign"
"mbbnet.umn.edu/hoff/perrizo/index.html","benign"
"orangeparent.org/","benign"
"mcgill.ca/mcrtw/awards/undergrads/","benign"
"aspecialthing.com/","benign"
"en.wikipedia.org/wiki/Olivier_Lontchi","benign"
"ez-tracks.com/showArtists-OrigArtist-Miley%20Cyrus.html","benign"
"ripoffreport.com/Search/Company/Pivotal-Payments.aspx","benign"
"ca.linkedin.com/pub/david-wilkins/6/671/14B","benign"
"http://bdnews24.com/bangladesh/2015/05/12/three-awami-league-backed-councillor-aspirants-declared-winners-after-re-polls","benign"
"imdb.com/title/tt0084787/","benign"
"benlongfrescotrail.org/","benign"
"hydroquebec.com/learning/histoire/pop_godbout.html","benign"
"homepages.rootsweb.ancestry.com/~walsh/nesta.html","benign"
"brainyquote.com/quotes/authors/b/bruno_walter.html","benign"
"iknow-cornwall.co.uk/attractions/70269-dairyland_farm_world-summercourt.htm","benign"
"lyrics.com/dirt-lyrics-alice-in-chains.html","benign"
"nuvospa.com/","benign"
"waatp.nl/people/dimitri-taes/","benign"
"benbabylonnumber1.blogspot.com/","benign"
"stateparks.com/jefferson_lake.html","benign"
"myspace.com/phyllis_diller","benign"
"booking.com/hotel/jp/sheraton-miyako-tokyo.en.html","benign"
"indianamat.com/messageboard/index.php?action=printpage;topic=11351.0","benign"
"jasonballmusic.com/","benign"
"fantasyknuckleheads.com/2011-fantasy-baseball-oakland-athletics-team-analysis/","benign"
"legacy.com/obituaries/mansfieldnewsjournal/obituary.aspx?n=kenneth-fraser&pid=153363545","benign"
"imdb.com/company/co0105063/","benign"
"http://torcache.net/torrent/73353BF5B239B2FD1401BF51654209709C15F222.torrent?title=[kickass.to]billboard.hot.100.singles.chart.11.april.2015.itake.glodls","benign"
"46eqez.blogspot.com/2011/05/charlene-tilton-now.html","benign"
"http://rocketnews24.com/tag/%e3%83%8f%e3%83%aa%e3%83%bc%e3%83%bb%e3%83%9d%e3%83%83%e3%82%bf%e3%83%bc/","benign"
"datpiff.com/CHRIS-BROWN-Rnb-Select-Vol-1-mixtape.262129.html","benign"
"dubbs.bandcamp.com/album/the-mad-hatter-of-rap","benign"
"goby.com/historic-sites--near--san-francisco-ca","benign"
"netflix.com/Movie/Jesse-Stone-Innocents-Lost/70189293","benign"
"tvtropes.org/pmwiki/pmwiki.php/Main/EricVale","benign"
"andreacevedo.wordpress.com/","benign"
"highbeam.com/doc/1N1-0EB77216674A89B5.html","benign"
"flymkc.com/","benign"
"pbfco.com/","benign"
"fanpix.net/gallery/kelly-blatz-pictures.htm","benign"
"ckuik.com/Umberto_Tozzi","benign"
"spoke.com/info/pEiPJx5/TerriTolson","benign"
"desivideonetwork.com/view/ewajq9l28/kabhi-alvida-na-kehna-title-song-full-video-shahrukh-khan/","benign"
"http://500px.com/photo/84057263/%C3%89glise-notre-dame-de-pellevoisin-de-lille-by-p-olivier?from=upcoming&only=City+%26+Architecture","benign"
"local.fayettetribune.com/beckley+wv/nightclubs.zq.html","benign"
"gaebler.com/KPRS%2DFM-MO-Radio-Advertising-Costs++16612","benign"
"mylife.com/odetteleveille","benign"
"chuckjones.com/artists/friz_freleng.php","benign"
"biographi.ca/009004-119.01-e.php?BioId=42046","benign"
"keralapscguide.wordpress.com/category/today-in-history/","benign"
"en.wikisource.org/wiki/Constitution_of_the_People%27s_Republic_of_China","benign"
"facebook.com/people/Serge-Bonnet/1202864917","benign"
"pastorsteveweaver.wordpress.com/2008/05/10/expository-preaching-conference-with-steve-lawson-and-john-macarthur/","benign"
"starpulseonline.com/celebrity/adrienne-bailon/news","benign"
"wn.com/Guerra_De_Corea","benign"
"live-baseball.net/live-streaming-oakland-athletics-vs-texas-rangers-11-september-2011/","benign"
"fanbase.com/photo/399423","benign"
"ca.ratemyteachers.com/college-de-levis/37713-s/2","benign"
"people.famouswhy.com/venus_terzo/","benign"
"sneathstrilchuk.com/andrew-miller/","benign"
"machetepremiumcuts.bigcartel.com/","benign"
"zimbio.com/Shemar+Moore+Wife","benign"
"movies.yahoo.com/movie/contributor/1800017412/bio","benign"
"http://ap.org/Content/AP-In-The-News/2012/In-case-you-missed-it-AP-journalists-in-and-on-the-news-052112","benign"
"http://slickdeals.net/f/7855315-amazon-mom-member-only-various-pampers-diapers-and-pull-ups-from-0-09-to-0-20-diaper-after-coupon-and-the-gift-card","benign"
"musicstack.com/album/eagles/hell+freezes+over","benign"
"http://caixa.gov.br/empresa/credito-financiamento/credito-rural/investimentos-pronamp-cooperativas/Paginas/default.aspx","benign"
"http://stackoverflow.com/questions/30226153/how-to-validate-uploaded-file-in-relate-model-in-asp-net-mvc","benign"
"realestate.canada.oodle.com/view/superb-condo-in-little-italy-montreal/2709707681-montreal-qc/","benign"
"driversoftware.com/businesses.php/eicon-technology-drivers/4753","benign"
"dogsey.com/showthread.php?t=72452&page=10","benign"
"wiki.answers.com/Q/Who_were_the_original_los_angeles_rams_cheerleaders","benign"
"mylife.com/claudehallee","benign"
"eurohockey.com/stats/league/2012/133-ebel.html?nationality=CAN","benign"
"series-80.net/us/actor/biography/elaine-joyce.html","benign"
"facebook.com/lloyd.church","benign"
"mylife.com/oiseikpefan","benign"
"co-op.concordia.ca/co-opprograms/johnmolsonschoolofbusiness/","benign"
"pianofiles.com/search/music/sheets/sora's+theme","benign"
"cuieagles.com/","benign"
"spoke.com/info/p6KJQjp/JayMalinowski","benign"
"btb.gc.ca/btb.php?lang=eng&cont=1383","benign"
"nuit-blanche.blogspot.com/2011/10/q-with-marco-duarte-and-dror-baron.html","benign"
"dictionary.sensagent.com/liste+historischer+schiffe+der+royal+navy/de-de/","benign"
"veromi.com/Ellen-Greenberg.aspx","benign"
"music.uk.msn.com/news/noel-gallagher-video-impresses-fans-1","benign"
"umontreal.academia.edu/JocelynFaubert/Papers/229601/Visual_Function_Assessment_and_Metamorphopsia_After_Macular_Hole_Surgery_","benign"
"uk.ask.com/wiki/Thomas_White","benign"
"facebook.com/OpalCarew","benign"
"flickr.com/photos/41976766@N00/4380843394/","benign"
"advocacy-center.org/Contents/ATRC_Programs-IREX-KCSP_Grantee%20List.htm","benign"
"mylife.com/eastman17","benign"
"http://tobogo.net/cdsb/board.php?board=knowhow&bm=view&no=978&category=&auth=&page=1&search=&keyword=&recom=","benign"
"http://depositphotos.com/search.html?st=0&image=1&vector=0&video=0&sorting=best_match&editorial_only=1&editorial_exclude=0&orientation=all&search_size=all&limit=60&nudity=0&query=shirts","benign"
"ebay.com/sch/michel_bourgeau/m.html","benign"
"manta.com/c/mmcdqky/lily-co","benign"
"sportsoverdose.com/nhl-players/roberto-luongo","benign"
"kysu.edu/","benign"
"ohioweblibrary.org/","benign"
"http://torcache.net/torrent/D44B84470AF3F6BF713CF87FD7A323690C1D7F7A.torrent?title=[kickass.to]baby.2015.hindi.720p.hdrip.x264.aac.hon3y","benign"
"hsgalleries.com/gallery04/p40nlc_1.htm","benign"
"discogs.com/artist/Earl+Hines","benign"
"http://torcache.net/torrent/2738FFAAC0488D2B4838AC558D2B636D80712449.torrent?title=[kickass.to]penny.dreadful.s01e02.xvid.ajaxen","benign"
"humanresources.slco.org/","benign"
"bronteblog.blogspot.com/2011/09/jane-eyre-2011-review.html","benign"
"wwaytv3.com/county/pender_county","benign"
"http://olx.co.id/i2/elektronik-gadget/handphone/oppo/elektronik-gadget/handphone/oppo","benign"
"jobtrio.com/site-maps/california/torrance/general-contractors/","benign"
"http://espn.go.com/blog/collegebasketballnation/post/_/id/107216/looking-ahead-maryland-terrapins","benign"
"yelp.com/biz/miyako-hotel-los-angeles","benign"
"golflink.com/golf-courses/city.aspx?dest=Albany+GA","benign"
"content.usatoday.com/topics/topic/Conrad+Black","benign"
"http://mylust.com/videos/69367/busty-girlfriend-humps-passionately-on-a-hard-dick-of-her-beloved-bf/","benign"
"duotrope.com/market_4031.aspx","benign"
"cinematreasures.org/theaters?status=open","benign"
"descendantsdepierrelefebvre.blogspot.com/2008/08/marie-parent.html","benign"
"acronyms.thefreedictionary.com/Bank+of+Africa-Benin","benign"
"valpoathletics.com/mbasketball/news/150/10870/","benign"
"tvguide.com/celebrities/tod-fennell/274581","benign"
"goodreads.com/book/show/22207.Lullabies_for_Little_Criminals","benign"
"btjunkie.org/torrent/Malcolm-and-Eddie-Season-3/4358def87b3c55eb90e65f12d8390889852299fe663b","benign"
"sports.espn.go.com/ncf/news/story?id=5455421","benign"
"greenwood-centre-hudson.org/storyfest-partners.html","benign"
"peabodysmith.com/our-team/","benign"
"http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%B3%E3%82%B9%E3%83%97%E3%83%AC%E3%83%BB%E5%88%B6%E6%9C%8D%E7%B3%BB%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2Fpg64Fu5upcjytRzR+%E6%B7%AB%E4%B9%B1%E3%82%B9%E3%83%83%E3%83%81%E3%83%BC%E6%9C%AC%E6%B0%97%E5%BA%A6%EF%BC%91%EF%BC%90%EF%BC%90%EF%BC%85%E3%81%94%E5%A5%89%E4%BB%95+%23ero+%23douga+%23agesage","benign"
"slideball.blogspot.com/","benign"
"allstarpics.net/pic-gallery/david-julian-hirsh-pics.htm","benign"
"yasni.com/john+barkley/check+people","benign"
"onemetal.com/2010/07/16/ion-dissonance-cursed/","benign"
"casacenina.com/mill-hill/03041-white-opal-inside-color.html","benign"
"en.wikipedia.org/wiki/Blindness_(film)","benign"
"jigsaw.com/scid1215853/tom_fitzsimmons.xhtml","benign"
"familytreeassistant.com/surnames/surnames.php?surname=Scott","benign"
"sbccfilmreviews.org/?p=9276","benign"
"encyclopedia2.thefreedictionary.com/Georgia+(disambiguation)","benign"
"zimmeril.com/site.asp?site_id=25","benign"
"imdb.wikia.com/wiki/Martial_arts_choreographer","benign"
"uclabruins.com/sports/m-baskbl/mtt/lavin_steve00.html","benign"
"amazon.co.uk/Cat-Canary-VHS-Bob-Hope/dp/B0000V6S5U","benign"
"filmmusicmag.com/?p=7994","benign"
